src,split,category,level
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\_6U6dGuCVNk.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\5AezTDJhlDI.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\0OGDlNNH14Y.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\g6QGSmlItjg.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\1G9LS4XXJrU.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\FWx9d8nPnJY.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\1ZV3JtdYAmg.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\-1QTRLQSzhQ.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\glcVei9aPXY.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\g1z6ncPMfD4.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\Lti-qXl2fXc.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\GTuVrC3EsVA.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\02hk_9H_5hQ.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\_Bl5zZ30aGk.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\0AGn9PM_7xg.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\Glv-SLEJRpM.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\25OsrlLrM34.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\_ebcuq_qItc.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\1kD164TFNK0.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\Lq7VfhldoQA.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\_UmB9xukc7w.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\1fBqwvl99DQ.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\lrKPRZmyhX0.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\LXrKzwLvb3k.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\LXKy7pDSX34.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\lnGe0IotDM0.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\clean\4Zcjoek-1-4.mp4,test,clean,
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1Pw02jqAhBM.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1SH8KitF5Qo.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lvwbZ5HKaq0.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0oIJWn9IUwM.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\48T4zmzbB2c.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\8f0U0oGyugQ.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\4twUGTxkb2E.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1AlH6EMWtgg.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0L8ZcrRtFxI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\GuDFD9qmXkY.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\6PqipkA_7Rk.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1Z8K5-SzM4I.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\Ls5n1KFnpeU.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0zLwI2npV9I.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\GgOCTNRyCpg.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1BZimTjp8CE.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\guyXy9Z_8GQ.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\4x0kKZY_IhE.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lLLxi_wGOZc.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\Lvku6hKqCQ8.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lRn9DC8yo7M.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1y5ugFpZOyo.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\b5KPzDF6lEg.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\-FPZjV_G6LU.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lw0hnkIDV08.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1CsdGt3DM7g.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\G6t03xhx8xM.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0zeq-hN8X-U.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lTEVCapObXA.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\4XeeI5868Y4.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0-NbSopwDlk.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lpIfFZL9idM.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lrH9-JpYtFo.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\6pt981rWjLE.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\ghTXwIVvwpI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\LyFCUCuu2d0.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\_PwXWcCPrGA.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\4YyKnUMQ9PU.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\GMY_fchm0k4.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\G7FXsSJHd9E.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1H1bso6CcwI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\4y0Woq2cJZU.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\-5_5NtrU9zI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1f1GgvbqPhU.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\Lyu1oyQs7BU.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\4YpdYssZHRY.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lyYXMp5q6ys.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\GN9WSehaKhI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\_3l3WdE36TI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\_byZSlkIXyA.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lmn_PczIHHo.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\2fpr8wtncBo.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0nUPTYMEcbI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0iSjGako8Sg.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\6PTcHCA6Yr8.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1HEsa5SjDWQ.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\Lrpl7TWVAOc.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\ffX7jCXs9sY.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\_M1NA9e8ajQ.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\FWMRjeShr3M.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\39Hvdi-q6qI.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1AxGI4tOVLk.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lVmBk_5ePYk.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\1BY6Or0u680.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\0r7kaVVXPbE.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\lMn2pmEkt0o.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level1\LTHLzLFKMsQ.mp4,train,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\4vv-m4xCVbc.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\2CtUf-Oj2a4.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\_2hHyXxsyFo.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\Ls6zQoV24-g.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\goeDWOVL95g.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\0HydDezkSU0.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\_He78Y4jsbA.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\0skuNPhX44s.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\0N3bmU-kCPI.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\-0NQHRndkPI.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\lmEbGdDFuyE.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\4sfsJZPaZy8.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\2yxzAxbYsI8.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\GTREdmWoZhI.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\GnAEF4SBvZE.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\4TfpfZPfM9s.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level1\1svbHIV88gk.mp4,test,corrupted,level1
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_uzL32O8dCQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\fQ1DTOzblEU.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_mutUc8IVjc.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_UoN-y6SzjI.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\6LRyu5m7_9M.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1L6K6TwLJl0.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\-agICx2hVmM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\lqXDA8aiEsw.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\-2GJPqAglxU.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\fl56tjPytbY.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\LuAQrdOlG1E.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\FSjXATv9xhc.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_H2i8mMaXAE.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\LOJKWSLyr6Q.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1pWCgNggH5M.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\4W9rbggaz20.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\LtyARSQwaC0.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_C5Xq0pr56A.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_iO190LumRg.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\GUj0Lupv3tM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1Q-E6UW1XE8.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1Ld9WmSz1xc.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\2dvIGGnC-LQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\0qRzxa4Ny5c.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\lRNbT_tv8Io.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1NurnX9_lzM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\lud2TlQ24jw.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\g-onpXcXseM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\fjKwPsk_tSQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\9tY3yo25xUQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\0TPxcKUNxbA.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_7hRHaRdCi8.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\LwDfbxnWLk8.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\-2Fv5u2YO5s.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\-1AV2VguEDw.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\Fkm2mGhVc28.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\fLDYtJ5oqMM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1M37VLYmSA4.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\4RRZYsepamM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_JZQVii5RMc.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\guc6ZYTPj4s.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_6Xp_ymM0Lg.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\5aDiaxOpYYY.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\LXgWL-xArYM.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\_cPET9N-1z0.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\-0TvmZ9L0ho.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\7vBsikhfs6M.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\02K4QYwUR6k.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1tVdeA7tJpk.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\LNzK-tHcxxU.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\Lyl1RjqZMNk.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\fwtFW-mWu5w.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1ejgHKw8E3Y.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\0QU1CMeczKs.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\GP8cLcCDbVQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\0aqVBIiRZAE.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\FkflS-roksk.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1TbqMvRphII.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\gtfY2jotzkY.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\1ZWgSgfV_0k.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\FnbrvKMwJFc.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\0yNXOIqJLtA.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\g0NmCwrReIQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\6PKCnN1GEjQ.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\G7HxOT0Bioo.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level2\5_nfL6n9Skg.mp4,train,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\1v6woEPeY1A.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\gsvsIZR-POY.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\lN5YXmIz2QI.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\1cj3bQAsrdw.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\1-Ib4KHQG_o.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\2bRXcLakTZQ.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\4TxKHJKa4p8.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\_9VGfxbuZLQ.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\2fKMuJP3_eo.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\0wHOYxjRmlw.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\02EEyBC8aac.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\LNiwjEVuPAg.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\0xTPF7ePX5c.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\FXyOyWfWm0Q.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\LMPT2CvlnBk.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\GpI8DSsvwXI.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\test\corrupted\level2\_0ma-BkictM.mp4,test,corrupted,level2
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\lra01Ua2Xgk.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\-1-ni_H1VyI.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\-0IErS_cisg.mp4,train,corrupted,level3
C:\Users\hugoa\Desktop\Universidad\TFG\benford-corruption\source\data\train\corrupted\level3\1kVaJjVH8-c.mp4,train,corrupted,level3
